transaction_id,timestamp,user_id,session_id,amount_eur,product_category,payment_method,country_code,device_type,ip_address,nb_items,is_new_account,account_age_days,delivery_country,billing_country,is_fraud
TXN-00444,2026-05-09 01:35:38,USR-0299,SESS-24838,41.63,Bijoux,carte_bancaire,FR,desktop,44.143.17.93,1,False,1143,FR,FR,False
TXN-00445,2026-05-18 18:10:58,USR-0137,SESS-24744,23.39,Electronique,carte_bancaire,IT,tablet,128.127.27.174,2,False,1625,IT,IT,False
TXN-00446,2026-05-22 06:24:42,USR-0110,SESS-82009,72.94,Sport,carte_bancaire,FR,tablet,18.8.92.66,5,False,1506,FR,FR,False
TXN-00447,2026-05-07 01:40:52,USR-0369,SESS-41550,82.21,Maison,paypal,IT,mobile,186.186.44.52,3,False,154,IT,IT,False
TXN-00448,2026-03-20 15:43:12,USR-0349,SESS-25764,69.82,Jeux_video,carte_prepayee,FR,desktop,71.65.19.163,3,False,331,FR,FR,False
TXN-00449,2026-04-12 07:45:59,USR-0415,SESS-14946,507.96,Electronique,carte_prepayee,FR,mobile,185.220.228.120,2,True,4,RO,FR,True
TXN-00450,2026-03-29 05:56:50,USR-0199,SESS-31722,251.94,Maison,virement,DE,desktop,199.37.105.235,1,False,1236,DE,DE,False
TXN-00451,2026-05-19 12:40:49,USR-0345,SESS-81940,28.3,Bijoux,carte_bancaire,DE,tablet,87.218.212.188,1,False,805,DE,DE,False
TXN-00452,2026-03-17 01:05:47,USR-0210,SESS-82108,152.89,Livres,carte_bancaire,FR,desktop,167.21.176.219,4,False,828,FR,FR,False
TXN-00453,2026-04-28 03:48:18,USR-0025,SESS-99125,25.39,Livres,virement,FR,desktop,47.216.60.129,2,False,246,FR,FR,False
TXN-00454,2026-04-22 06:50:10,USR-0145,SESS-24383,49.02,Voyages,carte_bancaire,IT,tablet,44.193.18.197,1,False,1915,IT,IT,False
TXN-00455,2026-03-11 11:38:44,USR-0123,SESS-30427,6.27,Bijoux,paypal,FR,mobile,58.79.91.25,1,False,712,FR,FR,False
TXN-00456,2026-05-06 10:18:25,USR-0260,SESS-78058,44.6,Bijoux,carte_prepayee,FR,mobile,93.211.41.64,1,False,1786,FR,FR,False
TXN-00457,2026-05-11 16:01:53,USR-0306,SESS-44151,14.43,Maison,carte_bancaire,FR,mobile,144.236.87.28,5,False,630,FR,FR,False
TXN-00458,2026-03-14 07:57:08,USR-0221,SESS-58171,27.9,Alimentation,carte_bancaire,ES,tablet,81.219.121.54,2,False,1047,ES,ES,False
TXN-00459,2026-04-10 02:43:31,USR-0284,SESS-40594,33.84,Electronique,carte_bancaire,ES,tablet,125.207.160.173,2,False,1747,ES,ES,False
TXN-00460,2026-04-27 23:15:12,USR-0293,SESS-11103,128.78,Beaute,carte_bancaire,BE,mobile,190.243.232.32,2,False,1221,BE,BE,False
TXN-00461,2026-03-18 09:59:04,USR-0079,SESS-22723,70.91,Jeux_video,virement,DE,desktop,88.15.162.37,5,False,1226,DE,DE,False
TXN-00462,2026-04-27 02:53:45,USR-0025,SESS-78107,53.77,Livres,paypal,FR,desktop,178.248.92.225,2,False,36,FR,FR,False
TXN-00463,2026-04-28 00:46:40,USR-0313,SESS-52196,37.53,Sport,carte_bancaire,FR,desktop,38.220.183.203,1,False,1596,FR,FR,False
TXN-00464,2026-03-07 06:38:11,USR-0323,SESS-44266,69.4,Bijoux,crypto,PT,mobile,12.96.165.95,2,False,232,PT,PT,False
TXN-00465,2026-04-16 06:35:13,USR-0007,SESS-65180,53.6,Voyages,carte_bancaire,FR,desktop,200.227.227.155,2,False,127,FR,FR,False
TXN-00466,2026-05-05 12:26:17,USR-0223,SESS-42141,19.35,Voyages,crypto,ES,mobile,63.104.72.70,1,False,1850,ES,ES,False
TXN-00467,2026-05-04 06:51:22,USR-0595,SESS-62947,64.16,Livres,carte_bancaire,GB,desktop,103.250.4.238,4,False,1676,GB,GB,False
TXN-00468,2026-04-06 18:38:38,USR-0338,SESS-84320,16.12,Jeux_video,paypal,DE,mobile,192.140.174.176,1,False,182,DE,DE,False
TXN-00469,2026-03-13 03:59:23,USR-0479,SESS-18860,20.09,Livres,paypal,FR,desktop,177.44.71.173,3,False,210,FR,FR,False
TXN-00470,2026-03-15 19:33:30,USR-0294,SESS-20969,67.27,Voyages,carte_bancaire,ES,mobile,163.219.86.223,2,False,192,ES,ES,False
TXN-00471,2026-03-27 08:00:43,USR-0522,SESS-86078,63.43,Bijoux,crypto,BE,mobile,167.224.112.66,1,False,1547,BE,BE,False
TXN-00472,2026-03-06 14:40:55,USR-0595,SESS-53156,33.4,Bijoux,crypto,NL,desktop,112.5.107.200,2,False,383,NL,NL,False
TXN-00473,2026-04-10 04:16:18,USR-0401,SESS-97793,37.56,Jeux_video,paypal,FR,desktop,145.101.133.184,1,False,604,FR,FR,False
TXN-00474,2026-04-20 11:33:34,USR-0596,SESS-47168,167.74,Alimentation,carte_bancaire,NL,desktop,176.106.236.65,4,False,723,NL,NL,False
TXN-00475,2026-04-06 11:29:48,USR-0196,SESS-46021,30.97,Mode,carte_prepayee,DE,mobile,17.248.235.36,3,False,402,DE,DE,False
TXN-00476,2026-03-25 15:58:48,USR-0146,SESS-13622,31.66,Electronique,crypto,BE,desktop,53.79.37.133,4,False,369,BE,BE,False
TXN-00477,2026-05-19 21:15:56,USR-0403,SESS-83484,153.33,Alimentation,virement,DE,desktop,89.153.3.25,1,False,997,DE,DE,False
TXN-00478,2026-04-17 21:19:12,USR-0403,SESS-74248,57.91,Maison,paypal,IT,desktop,146.198.211.121,5,False,1740,IT,IT,False
TXN-00479,2026-04-06 03:46:26,USR-0585,SESS-55920,36.78,Mode,carte_bancaire,FR,desktop,198.115.231.151,1,False,1405,FR,FR,False
TXN-00480,2026-05-09 04:31:56,USR-0363,SESS-10082,20.82,Maison,carte_bancaire,ES,desktop,71.42.123.254,6,False,1283,ES,ES,False
TXN-00481,2026-05-07 09:58:11,USR-0390,SESS-42116,65.38,Mode,paypal,FR,tablet,139.216.138.217,3,False,966,FR,FR,False
TXN-00482,2026-04-11 17:09:36,USR-0050,SESS-98863,23.14,Voyages,carte_bancaire,FR,mobile,,1,False,447,FR,FR,False
TXN-00483,2026-03-15 18:50:02,USR-0181,SESS-31743,25.23,Sport,paypal,DE,mobile,78.76.213.36,1,False,705,DE,DE,False
TXN-00484,2026-04-16 04:00:32,USR-0405,SESS-80830,91.49,Maison,paypal,FR,desktop,188.241.143.50,2,False,1087,FR,FR,False
TXN-00485,2026-05-12 06:38:00,USR-0374,SESS-85250,38.7,Bijoux,carte_bancaire,FR,desktop,62.227.183.41,1,False,990,FR,FR,False
TXN-00486,2026-05-13 18:03:26,USR-0201,SESS-90287,30.9,Voyages,paypal,ES,mobile,194.39.15.67,5,False,1803,ES,ES,False
TXN-00487,2026-03-14 14:09:12,USR-0483,SESS-22012,51.46,Jeux_video,paypal,FR,mobile,191.199.4.109,3,False,790,FR,FR,False
TXN-00488,2026-03-22 00:59:27,USR-0261,SESS-45611,35.02,Mode,virement,IT,tablet,39.61.72.166,5,False,900,IT,IT,False
TXN-00489,2026-03-11 19:37:18,USR-0302,SESS-42074,92.26,Bijoux,paypal,ES,desktop,132.180.92.185,4,False,1080,ES,ES,False
TXN-00490,2026-03-15 20:24:21,USR-0026,SESS-89893,82.02,Voyages,carte_bancaire,FR,tablet,28.15.208.6,5,False,92,FR,FR,False
TXN-00491,2026-05-12 08:35:58,USR-0105,SESS-24666,157.54,Electronique,paypal,FR,mobile,165.210.179.194,2,False,283,FR,FR,False
TXN-00492,2026-04-26 22:12:03,USR-0353,SESS-39150,94.25,Alimentation,paypal,IT,tablet,19.102.41.135,2,False,1653,IT,IT,False
TXN-00493,2026-03-10 04:28:14,USR-0170,SESS-10266,60.32,Livres,carte_prepayee,IT,mobile,164.200.77.81,5,False,224,IT,IT,False
TXN-00494,2026-05-17 05:54:02,USR-0428,SESS-92913,6.13,Mode,paypal,US,desktop,43.74.77.13,2,False,730,US,US,False
TXN-00495,2026-05-21 08:46:17,USR-0387,SESS-52360,25.38,Voyages,paypal,DE,desktop,177.66.246.37,3,False,1849,DE,DE,False
TXN-00496,2026-04-14 02:58:09,USR-0517,SESS-33728,100.5,Maison,virement,US,mobile,185.163.225.123,5,False,1725,US,US,False
TXN-00497,2026-05-06 02:54:56,USR-0110,SESS-20840,42.52,Electronique,carte_bancaire,DE,mobile,144.102.173.73,5,False,1248,DE,DE,False
TXN-00498,2026-03-31 11:46:54,USR-0076,SESS-32377,43.66,Electronique,virement,IT,desktop,53.245.186.25,3,False,468,IT,IT,False
TXN-00499,2026-04-29 16:42:39,USR-0249,SESS-15984,13.0,Maison,carte_bancaire,ES,desktop,32.80.212.152,1,False,173,ES,ES,False
TXN-00500,2026-05-05 17:16:35,USR-0174,SESS-54879,192.82,Jeux_video,paypal,ES,desktop,58.157.91.190,1,False,706,ES,ES,False
TXN-00501,2026-04-11 10:44:46,USR-0157,SESS-17882,41.98,Livres,carte_bancaire,FR,mobile,199.54.233.50,4,False,1434,FR,FR,False
TXN-00502,2026-05-21 06:44:52,USR-0048,SESS-67813,71.04,Beaute,carte_bancaire,CH,mobile,85.32.164.101,1,False,40,CH,CH,False
TXN-00503,2026-04-30 15:27:18,USR-0055,SESS-34714,46.91,Voyages,virement,IT,mobile,188.56.14.90,1,False,309,IT,IT,False
TXN-00504,2026-03-24 12:26:37,USR-0367,SESS-81910,28.96,Jeux_video,carte_bancaire,FR,mobile,202.70.35.210,1,False,551,FR,FR,False
TXN-00505,2026-03-27 05:23:44,USR-0196,SESS-92904,119.27,Mode,carte_bancaire,ES,desktop,82.169.65.182,3,False,1869,ES,ES,False
TXN-00506,2026-04-12 01:40:43,USR-0598,SESS-84434,31.61,Livres,carte_bancaire,FR,mobile,14.3.136.22,5,False,1147,FR,FR,False
TXN-00507,2026-05-18 09:10:41,USR-0522,SESS-48131,122.5,Beaute,carte_prepayee,IT,desktop,98.91.84.66,1,False,442,IT,IT,False
TXN-00508,2026-03-09 02:29:38,USR-0186,SESS-34123,87.25,Bijoux,virement,IT,desktop,158.8.224.238,1,False,87,IT,IT,False
TXN-00509,2026-05-16 13:35:01,USR-0567,SESS-15036,115.04,Voyages,carte_bancaire,FR,desktop,78.207.119.29,2,False,803,FR,FR,False
TXN-00510,2026-05-13 22:09:43,USR-0003,SESS-46071,5.59,Sport,carte_bancaire,ES,mobile,41.155.204.167,2,False,1991,ES,ES,False
TXN-00511,2026-03-19 01:31:35,USR-0081,SESS-95874,49.39,Voyages,carte_bancaire,FR,mobile,40.20.240.166,2,False,1334,FR,FR,False
TXN-00512,2026-04-15 02:51:26,USR-0361,SESS-63166,78.29,Sport,carte_bancaire,FR,mobile,162.52.130.5,4,False,900,FR,FR,False
TXN-00513,2026-03-25 15:01:37,USR-0470,SESS-17794,6.24,Beaute,carte_bancaire,NL,desktop,21.169.200.156,2,False,730,NL,NL,False
TXN-00514,2026-04-26 17:20:02,USR-0297,SESS-24030,6.4,Livres,carte_bancaire,NL,tablet,23.0.42.20,3,False,1849,NL,NL,False
TXN-00515,2026-03-28 18:56:02,USR-0037,SESS-28727,59.65,Beaute,paypal,ES,mobile,48.143.45.158,8,False,711,ES,ES,False
TXN-00516,2026-03-26 18:49:00,USR-0575,SESS-22530,17.26,Jeux_video,carte_prepayee,FR,mobile,91.182.162.190,1,False,1777,FR,FR,False
TXN-00517,2026-03-25 02:45:32,USR-0235,SESS-43183,13.29,Mode,carte_bancaire,FR,desktop,154.88.85.220,1,False,509,FR,FR,False
TXN-00518,2026-03-09 08:24:21,USR-0035,SESS-90301,25.02,Jeux_video,carte_bancaire,ES,mobile,43.110.130.253,1,False,1495,ES,ES,False
TXN-00519,2026-03-03 05:53:35,USR-0040,SESS-91071,20.56,Sport,carte_bancaire,FR,desktop,62.170.82.11,1,False,1426,FR,FR,False
TXN-00520,2026-04-02 01:58:59,USR-0537,SESS-54686,34.36,Jeux_video,carte_bancaire,FR,desktop,29.77.168.176,4,False,1772,FR,FR,False
TXN-00521,2026-04-29 02:03:06,USR-0118,SESS-98327,51.56,Jeux_video,carte_bancaire,FR,tablet,118.69.71.12,1,False,165,FR,FR,False
TXN-00522,2026-04-19 14:23:32,USR-0113,SESS-77270,10.08,Sport,paypal,ES,desktop,87.11.86.69,1,False,1431,ES,ES,False
TXN-00523,2026-03-02 07:57:39,USR-0510,SESS-53602,25.56,Alimentation,carte_bancaire,DE,mobile,141.95.94.102,2,False,1206,DE,DE,False
TXN-00524,2026-04-28 15:09:43,USR-0506,SESS-33160,5.0,Bijoux,virement,FR,desktop,159.60.210.94,3,False,1515,FR,FR,False
TXN-00525,2026-04-16 00:21:45,USR-0043,SESS-15899,68.86,Bijoux,paypal,ES,mobile,122.120.50.172,4,False,46,ES,ES,False
TXN-00526,2026-03-13 02:21:19,USR-0494,SESS-82446,69.35,Electronique,carte_prepayee,ES,tablet,72.229.129.220,1,False,1798,ES,ES,False
TXN-00527,2026-03-25 00:13:47,USR-0411,SESS-10142,37.35,Maison,carte_bancaire,FR,mobile,67.201.40.154,1,False,1944,FR,FR,False
TXN-00528,2026-05-05 13:54:24,USR-0245,SESS-36525,168.22,Maison,carte_bancaire,IT,mobile,172.202.162.214,1,False,846,IT,IT,False
TXN-00529,2026-04-19 19:12:01,USR-0544,SESS-10255,27.23,Maison,carte_bancaire,FR,mobile,116.4.166.135,2,False,1380,FR,FR,False
TXN-00530,2026-05-14 09:12:13,USR-0030,SESS-50497,217.41,Livres,carte_bancaire,FR,mobile,37.212.248.194,7,False,90,FR,FR,False
TXN-00531,2026-04-02 00:11:10,USR-0157,SESS-69575,128.25,Sport,carte_bancaire,DE,desktop,167.124.65.225,1,False,1562,DE,DE,False
TXN-00532,2026-03-05 04:03:30,USR-0271,SESS-19447,32.17,Voyages,virement,FR,tablet,203.95.240.125,3,False,1967,FR,FR,False
TXN-00533,2026-04-05 11:36:17,USR-0113,SESS-75632,24.43,Voyages,carte_bancaire,ES,desktop,10.205.10.114,7,False,116,ES,ES,False
TXN-00534,2026-03-19 11:03:16,USR-0257,SESS-67207,15.15,Electronique,carte_bancaire,FR,,128.163.236.12,3,False,951,FR,FR,False
TXN-00535,2026-04-20 07:57:58,USR-0015,SESS-54076,30.86,Maison,carte_bancaire,NL,mobile,117.230.189.3,3,False,1710,NL,NL,False
TXN-00536,2026-05-15 16:56:18,USR-0440,SESS-19530,52.77,Jeux_video,carte_bancaire,FR,desktop,58.10.50.229,1,False,1275,FR,FR,False
TXN-00537,2026-03-12 11:09:06,USR-0570,SESS-45038,71.15,Beaute,carte_bancaire,FR,mobile,83.32.13.185,1,False,1477,FR,FR,False
TXN-00538,2026-05-09 00:50:21,USR-0388,SESS-98741,25.15,Livres,paypal,FR,desktop,118.43.11.231,3,False,797,FR,FR,False
TXN-00539,2026-05-18 05:58:11,USR-0448,SESS-33574,45.97,Alimentation,paypal,FR,mobile,44.186.130.219,1,False,61,FR,FR,False
TXN-00540,2026-04-04 18:22:24,USR-0053,SESS-94775,112.04,Maison,virement,GB,mobile,202.235.7.224,4,False,596,GB,GB,False
TXN-00541,2026-04-07 12:04:36,USR-0169,SESS-65273,128.63,Electronique,carte_bancaire,DE,mobile,200.25.128.25,2,False,1520,DE,DE,False
TXN-00542,2026-03-15 01:48:25,USR-0106,SESS-95689,45.22,Sport,paypal,GB,desktop,118.127.81.150,1,False,955,IE,GB,False
TXN-00543,2026-04-03 00:32:55,USR-0284,SESS-41684,65.56,Jeux_video,paypal,ES,mobile,176.65.50.127,1,False,1377,ES,ES,False
TXN-00544,2026-03-07 01:11:52,USR-0313,SESS-30608,17.1,Jeux_video,carte_bancaire,CH,mobile,36.200.11.211,2,False,330,CH,CH,False
TXN-00545,2026-04-23 09:07:08,USR-0586,SESS-12479,106.89,,crypto,FR,desktop,203.152.21.149,6,False,864,FR,FR,False
TXN-00546,2026-05-09 13:42:29,USR-0512,SESS-19859,12.19,Beaute,carte_bancaire,NL,tablet,42.142.5.184,1,False,1555,NL,NL,False
TXN-00547,2026-05-01 09:57:53,USR-0561,SESS-17661,193.77,Jeux_video,paypal,DE,desktop,142.130.19.136,1,False,1338,DE,DE,False
TXN-00548,2026-03-18 10:54:50,USR-0162,SESS-22509,34.52,Alimentation,paypal,FR,desktop,29.120.165.231,2,False,1305,FR,FR,False
TXN-00549,2026-03-22 03:15:42,USR-0030,SESS-11037,21.02,Electronique,paypal,IT,mobile,36.231.103.106,5,False,1158,IT,IT,False
TXN-00550,2026-05-15 11:37:12,USR-0454,SESS-42530,5.0,Sport,virement,NL,desktop,46.103.85.138,2,False,1156,NL,NL,False
TXN-00551,2026-04-12 20:45:45,USR-0357,SESS-25401,137.67,Bijoux,carte_bancaire,FR,mobile,25.132.32.179,1,False,1621,FR,FR,False
TXN-00552,2026-03-14 11:58:45,USR-0175,SESS-48863,410.91,Electronique,carte_prepayee,FR,mobile,185.220.29.54,1,True,1,XK,FR,True
TXN-00553,2026-05-10 16:30:47,USR-0126,SESS-88717,8.55,Livres,carte_bancaire,CH,desktop,43.122.75.149,1,False,250,CH,CH,False
TXN-00554,2026-05-01 01:36:42,USR-0227,SESS-46598,177.74,Bijoux,carte_bancaire,PT,desktop,62.76.230.115,5,False,998,PT,PT,False
TXN-00555,2026-05-14 16:33:56,USR-0299,SESS-48729,149.28,Voyages,paypal,FR,desktop,21.142.166.131,1,False,67,FR,FR,False
TXN-00556,2026-04-17 03:04:22,USR-0284,SESS-79893,38.6,Beaute,carte_bancaire,FR,desktop,39.233.232.200,2,False,216,FR,FR,False
TXN-00557,2026-04-16 18:35:11,USR-0124,SESS-80746,22.89,Beaute,carte_bancaire,NL,mobile,78.233.180.224,3,False,1506,NL,NL,False
TXN-00558,2026-05-18 17:15:23,USR-0014,SESS-94041,51.32,Electronique,carte_bancaire,FR,desktop,100.43.176.10,1,False,1790,FR,FR,False
TXN-00559,2026-04-23 13:55:09,USR-0117,SESS-68924,83.59,Beaute,carte_bancaire,FR,mobile,153.1.37.138,3,False,110,FR,FR,False
TXN-00560,2026-05-17 04:21:49,USR-0472,SESS-18089,238.4,Jeux_video,carte_prepayee,FR,tablet,104.6.18.200,5,False,76,FR,FR,False
TXN-00561,2026-05-02 21:10:02,USR-0340,SESS-95857,83.01,Voyages,paypal,FR,desktop,154.252.214.157,1,False,1790,FR,FR,False
TXN-00562,2026-03-05 17:07:58,USR-0530,SESS-10487,91.17,Sport,carte_bancaire,FR,mobile,49.202.134.71,4,False,1959,FR,FR,False
TXN-00563,2026-05-01 07:59:35,USR-0133,SESS-88542,32.22,Sport,carte_bancaire,FR,mobile,124.60.203.18,1,False,35,FR,FR,False
TXN-00564,2026-04-06 23:45:46,USR-0268,SESS-21353,66.53,Electronique,carte_bancaire,FR,desktop,193.40.22.136,5,False,1899,FR,FR,False
TXN-00565,2026-04-16 14:27:34,USR-0090,SESS-78016,40.7,Mode,virement,FR,mobile,51.134.8.106,5,False,964,FR,FR,False
TXN-00566,2026-05-06 15:43:22,USR-0572,SESS-83993,33.17,Livres,carte_bancaire,FR,mobile,23.41.195.112,1,False,1268,FR,FR,False
TXN-00567,2026-03-21 10:01:20,USR-0228,SESS-62272,7.43,Alimentation,carte_bancaire,FR,desktop,184.110.239.106,5,False,726,FR,FR,False
TXN-00568,2026-05-12 10:37:04,USR-0008,SESS-90847,32.48,Sport,carte_prepayee,DE,desktop,27.226.49.219,1,False,1992,DE,DE,False
TXN-00569,2026-03-11 00:08:21,USR-0231,SESS-62005,27.01,Livres,carte_prepayee,DE,mobile,118.161.168.251,1,False,1034,DE,DE,False
TXN-00570,2026-04-29 02:05:19,USR-0452,SESS-47947,20.45,Livres,carte_bancaire,FR,desktop,75.21.151.123,2,False,973,FR,FR,False
TXN-00571,2026-03-18 18:23:19,USR-0556,SESS-54987,49.53,Voyages,paypal,FR,tablet,90.129.126.107,1,False,1173,FR,FR,False
TXN-00572,2026-03-20 21:09:22,USR-0586,SESS-81668,108.84,Sport,carte_bancaire,FR,mobile,47.194.50.184,3,False,645,FR,FR,False
TXN-00573,2026-03-12 23:01:54,USR-0285,SESS-25315,129.51,Livres,paypal,GB,mobile,18.109.218.38,2,False,1215,GB,GB,False
TXN-00574,2026-03-21 22:19:22,USR-0053,SESS-27826,39.76,Voyages,carte_bancaire,GB,desktop,20.99.220.204,2,False,416,GB,GB,False
TXN-00575,2026-04-23 04:02:03,USR-0364,SESS-52341,41.48,,carte_bancaire,DE,desktop,143.41.207.216,3,False,839,DE,DE,False
TXN-00576,2026-04-05 21:18:12,USR-0029,SESS-13336,67.6,Alimentation,crypto,FR,desktop,127.132.188.86,5,False,1314,FR,FR,False
TXN-00577,2026-03-09 19:48:49,USR-0137,SESS-56911,37.4,Maison,carte_bancaire,ES,tablet,187.87.64.118,1,False,1216,ES,ES,False
TXN-00578,2026-05-09 14:34:08,USR-0013,SESS-66373,38.38,Livres,paypal,FR,desktop,54.148.224.94,1,False,126,FR,FR,False
TXN-00579,2026-03-27 11:14:04,USR-0323,SESS-46695,51.3,Electronique,paypal,NL,mobile,99.55.106.59,1,False,210,NL,NL,False
TXN-00580,2026-03-06 19:58:34,USR-0186,SESS-54840,38.61,Bijoux,paypal,FR,desktop,10.182.196.9,4,False,1358,FR,FR,False
TXN-00581,2026-03-02 01:29:54,USR-0155,SESS-75397,85.56,Maison,carte_bancaire,ES,desktop,36.209.242.11,2,False,400,ES,ES,False
TXN-00582,2026-03-03 22:16:20,USR-0473,SESS-10465,86.98,Beaute,carte_bancaire,DE,mobile,190.20.76.129,1,False,1661,DE,DE,False
TXN-00583,2026-04-13 01:32:26,USR-0118,SESS-53726,76.35,Mode,carte_bancaire,DE,desktop,145.42.152.216,2,False,1775,DE,DE,False
TXN-00584,2026-05-22 16:34:08,USR-0063,SESS-88078,536.02,Electronique,carte_prepayee,FR,mobile,176.10.237.233,1,True,1,XK,FR,True
TXN-00585,2026-05-01 08:05:18,USR-0113,SESS-51110,48.67,Sport,carte_prepayee,FR,mobile,129.73.56.69,3,False,1661,FR,FR,False
TXN-00586,2026-04-22 12:17:46,USR-0172,SESS-95358,82.09,Alimentation,carte_bancaire,DE,mobile,20.166.46.41,5,False,1419,DE,DE,False
TXN-00587,2026-05-05 06:19:03,USR-0344,SESS-37040,80.98,Sport,crypto,FR,desktop,114.97.233.56,1,False,1868,FR,FR,False
TXN-00588,2026-03-07 07:18:46,USR-0437,SESS-42272,6.04,Livres,virement,ES,desktop,107.84.27.124,5,False,629,ES,ES,False
TXN-00589,2026-03-17 20:55:39,USR-0479,SESS-57403,25.78,Alimentation,carte_bancaire,FR,desktop,39.244.237.163,1,False,1741,FR,FR,False
TXN-00590,2026-05-19 13:46:21,USR-0215,SESS-18871,74.78,Livres,virement,FR,mobile,115.168.214.160,2,False,164,FR,FR,False
TXN-00591,2026-04-21 03:01:30,USR-0335,SESS-23471,60.71,Livres,carte_bancaire,DE,mobile,62.228.43.71,1,False,1809,DE,DE,False
TXN-00592,2026-05-07 01:53:42,USR-0210,SESS-10433,39.27,Alimentation,crypto,GB,desktop,164.105.131.133,1,False,1850,GB,GB,False
TXN-00593,2026-04-19 02:08:47,USR-0412,SESS-98156,46.69,Sport,carte_bancaire,IT,mobile,98.243.24.132,1,False,510,IT,IT,False
TXN-00594,2026-03-14 01:46:11,USR-0001,SESS-40768,8.84,Bijoux,carte_bancaire,ES,desktop,197.120.11.64,1,False,1258,ES,ES,False
TXN-00595,2026-03-22 06:53:55,USR-0071,SESS-55260,65.85,Alimentation,carte_bancaire,FR,desktop,147.199.121.25,4,False,1054,FR,FR,False
TXN-00596,2026-04-30 02:41:24,USR-0459,SESS-17244,36.96,Beaute,carte_prepayee,DE,desktop,141.47.120.147,2,False,1290,DE,DE,False
TXN-00597,2026-05-20 14:52:50,USR-0050,SESS-70679,28.37,Voyages,carte_bancaire,DE,desktop,144.28.33.113,2,False,82,DE,DE,False
TXN-00598,2026-04-20 08:49:06,USR-0497,SESS-58846,117.14,Livres,paypal,FR,desktop,131.148.167.241,3,False,1997,FR,FR,False
TXN-00599,2026-03-17 21:30:32,USR-0337,SESS-39940,132.88,Voyages,carte_bancaire,FR,desktop,71.227.136.28,4,False,1186,FR,FR,False
TXN-00600,2026-05-21 08:50:45,USR-0172,SESS-34935,83.64,Bijoux,carte_bancaire,NL,mobile,202.253.24.61,5,False,1526,NL,NL,False
TXN-00601,2026-04-27 13:23:12,USR-0421,SESS-83944,1996.64,Bijoux,carte_prepayee,DE,mobile,199.249.4.82,2,True,1,BY,DE,True
TXN-00602,2026-03-14 12:27:47,USR-0128,SESS-80474,28.09,Mode,carte_bancaire,FR,mobile,171.163.128.109,2,False,1164,FR,FR,False
TXN-00603,2026-03-29 18:11:35,USR-0107,SESS-79547,110.24,Bijoux,carte_bancaire,FR,mobile,171.197.3.173,3,False,1511,FR,FR,False
TXN-00604,2026-03-13 19:42:17,USR-0016,SESS-13087,111.41,Livres,carte_bancaire,FR,desktop,194.235.140.216,4,False,1200,FR,FR,False
TXN-00605,2026-03-05 12:39:19,USR-0539,SESS-63760,14.91,Beaute,carte_bancaire,ES,desktop,107.147.24.66,3,False,1283,ES,ES,False
TXN-00606,2026-03-11 20:58:15,USR-0084,SESS-75730,99.7,Livres,carte_prepayee,DE,desktop,96.161.57.38,6,False,944,DE,DE,False
TXN-00607,2026-04-16 12:16:04,USR-0359,SESS-55954,42.59,Voyages,paypal,FR,desktop,78.118.41.71,2,False,1687,FR,FR,False
TXN-00608,2026-04-12 11:32:59,USR-0240,SESS-59720,95.29,Mode,carte_bancaire,NL,mobile,194.156.177.134,5,False,1943,NL,NL,False
TXN-00609,2026-04-24 20:07:26,USR-0046,SESS-23956,12.37,Beaute,paypal,FR,mobile,158.134.101.2,2,False,101,FR,FR,False
TXN-00610,2026-04-03 05:39:17,USR-0101,SESS-81317,120.01,Voyages,carte_bancaire,BE,desktop,107.190.193.67,1,False,982,BE,BE,False
TXN-00611,2026-03-05 13:55:45,USR-0207,SESS-45542,91.92,Voyages,carte_bancaire,DE,mobile,145.229.155.199,4,False,1694,DE,DE,False
TXN-00612,2026-04-13 12:30:49,USR-0393,SESS-64892,23.37,Jeux_video,carte_bancaire,DE,desktop,117.78.219.40,2,False,278,DE,DE,False
TXN-00613,2026-04-13 08:47:40,USR-0188,SESS-54170,59.29,Maison,carte_bancaire,IT,mobile,134.9.226.18,2,False,571,IT,IT,False
TXN-00614,2026-04-24 01:16:25,USR-0322,SESS-99462,51.06,Voyages,carte_bancaire,DE,desktop,199.116.54.117,4,False,887,DE,DE,False
TXN-00615,2026-03-19 22:22:29,USR-0255,SESS-79331,48.78,Voyages,carte_bancaire,CH,desktop,15.201.10.195,2,False,132,CH,CH,False
TXN-00616,2026-05-13 19:27:42,USR-0058,SESS-81454,32.5,Beaute,carte_prepayee,FR,desktop,49.217.239.93,1,False,1939,FR,FR,False
TXN-00617,2026-04-20 06:35:39,USR-0243,SESS-95732,44.48,Electronique,virement,IT,desktop,71.161.209.76,1,False,1143,IT,IT,False
TXN-00618,2026-03-28 18:02:47,USR-0555,SESS-70924,54.7,Jeux_video,carte_bancaire,NL,mobile,119.95.125.37,1,False,1709,NL,NL,False
TXN-00619,2026-03-08 05:30:20,USR-0417,SESS-81995,11.32,Maison,paypal,FR,,49.55.40.187,7,False,896,FR,FR,False
TXN-00620,2026-03-16 05:25:38,USR-0522,SESS-81799,14.48,Voyages,paypal,IT,desktop,133.222.165.248,1,False,450,IT,IT,False
TXN-00621,2026-03-23 15:00:02,USR-0036,SESS-12008,68.87,Alimentation,carte_bancaire,FR,mobile,65.193.134.204,2,False,250,BE,FR,False
